"radiothorium","radioactive isotope of thorium with mass number 228"
"thulium","a soft silvery metallic element of the rare earth group; isotope 170 emits X-rays and is used in small portable X-ray machines; it occurs in monazite and apatite and xenotime"
"tin","a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide"
"titanium","a light strong gray lustrous corrosion-resistant metallic element used in strong light-weight alloys (as for airplane parts); the main sources are rutile and ilmenite"
"tungsten","a heavy gray-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite"
"wolfram","a heavy gray-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite"
"unnilhexium","a transuranic element"
"Unh","a transuranic element"
"unnilquintium","a transuranic element that has not been found in nature"
"unnilpentium","a transuranic element that has not been found in nature"
"Unp","a transuranic element that has not been found in nature"
"hahnium","a transuranic element that has not been found in nature"
"unnilseptium","a transuranic element that has not been found in nature"
"Uns","a transuranic element that has not been found in nature"
"uranium","a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons"
"vanadium","a soft silvery white toxic metallic element used in steel alloys; it occurs in several complex minerals including carnotite and vanadinite"
"xenon","a colorless odorless inert gaseous element occurring in the earth''s atmosphere in trace amounts"
"ytterbium","a soft silvery metallic element; a rare earth of the lanthanide series; it occurs in gadolinite and monazite and xenotime"
"yttrium","a silvery metallic element that is common in rare-earth minerals; used in magnesium and aluminum alloys"
"zinc","a bluish-white lustrous metallic element; brittle at ordinary temperatures but malleable when heated; used in a wide variety of alloys and in galvanizing iron; it occurs as zinc sulphide in zinc blende"
"zirconium","a lustrous gray strong metallic element resembling titanium; it is used in nuclear reactors as a neutron absorber; it occurs in baddeleyite but is obtained chiefly from zircon"
"mineral","solid homogeneous inorganic substances occurring in nature having a definite chemical composition"
"ozokerite","a waxy mineral that is a mixture of hydrocarbons and occurs in association with petroleum; some varieties are used in making ceresin and candles"
"ozocerite","a waxy mineral that is a mixture of hydrocarbons and occurs in association with petroleum; some varieties are used in making ceresin and candles"
"alabaster","a compact fine-textured usually white gypsum used for carving"
"alabaster","a hard compact kind of calcite"
"amblygonite","a white or gray mineral consisting of lithium aluminum phosphate; a source of lithium"
"amphibole","a mineral or mineral variety belonging to the amphibole group"
"amphibolite","a metamorphic rock composed chiefly of amphibole and plagioclase"
"apatite","a common complex mineral consisting of calcium fluoride phosphate or calcium chloride phosphate; a source of phosphorus"
"aragonite","a mineral form of crystalline calcium carbonate; dimorphic with calcite"
"argentite","a valuable silver ore consisting of silver sulfide (Ag2S)"
"argillite","a sedimentary rock differing from shale in being bound by silica and from slate in having no slate cleavages"
"argyrodite","a rare steel-gray mineral consisting of silver and germanium and sulfur"
"arsenopyrite","a silver-white or gray ore of arsenic"
"mispickel","a silver-white or gray ore of arsenic"
"asphalt","a dark bituminous substance found in natural beds and as residue from petroleum distillation; consists mainly of hydrocarbons"
"augite","dark-green to black glassy mineral of the pyroxene group containing large amounts of aluminum and iron and magnesium"
"baddeleyite","a mineral consisting of zirconium oxide"
"bastnasite","a yellow-to-brown mineral that is a source of rare earth elements"
"bastnaesite","a yellow-to-brown mineral that is a source of rare earth elements"
"bauxite","a clay-like mineral; the chief ore of aluminum; composed of aluminum oxides and aluminum hydroxides; used as an abrasive and catalyst"
"beryl","the chief source of beryllium; colored transparent varieties are valued as gems"
"biotite","dark brown to black mica found in igneous and metamorphic rock"
"borax","an ore of boron consisting of hydrated sodium borate; used as a flux or cleansing agent"
"bornite","a mineral consisting of sulfides of copper and iron that is found in copper deposits"
"carnallite","a white or reddish mineral consisting of hydrous chlorides of potassium and magnesium; used as a fertilizer and as a source of potassium and magnesium"
"carnotite","a yellow radioactive mineral; an ore of uranium and radium and vanadium"
"caspase","any of a group of proteases that mediate apoptosis"
"cassiterite","a hard heavy dark mineral that is the chief source of tin"
"celestite","a mineral consisting of strontium sulphate"
"cerussite","a mineral consisting of lead carbonate that is an important source of lead"
"chalcocite","a heavy gray mineral that is an ore of copper"
"chalcopyrite","a yellow copper ore (CuFeS2) made up of copper-iron sulfide"
"kaolin","a fine usually white clay formed by the weathering of aluminous minerals (as feldspar); used in ceramics and as an absorbent and as a filler (e.g., in paper)"
"kaoline","a fine usually white clay formed by the weathering of aluminous minerals (as feldspar); used in ceramics and as an absorbent and as a filler (e.g., in paper)"
"chlorite","a generally green or black mineral; it occurs as a constituent of many rocks typically in the form of a flat crystal"
"chromite","a brownish-black mineral; the major source of chromium"
"chromogen","a compound that can be converted to a pigment"
"chrysoberyl","a rare hard yellow green mineral consisting of beryllium aluminate in crystal form; used as a gemstone"
"cinnabar","a heavy reddish mineral consisting of mercuric sulfide; the chief source of mercury"
"cobaltite","a rare silvery-white mineral; important ore of cobalt"
"halite","naturally occurring crystalline sodium chloride"
"coltan","a valuable black mineral combining niobite and tantalite; used in cell phones and computer chips"
"cordierite","a blue mineral of magnesium and iron and aluminum and silicon and oxygen; often used as a gemstone"
"corundom","very hard mineral used as an abrasive"
"corundum","very hard mineral used as an abrasive"
"cristobalite","a white mineral consisting of silica; found in volcanic rocks"
"crocolite","a rare lead chromite mineral that forms bright orange crystals"
"cryolite","a white mineral consisting of fluorides of aluminum and sodium; a source of fluorine"
"cuprite","a mineral consisting of cuprous oxide that is a source of copper"
"damourite","a variety of muscovite"
"dolomite","a light colored mineral consisting of calcium magnesium carbonate; a source of magnesium; used as a ceramic and as fertilizer"
"emery","a hard gary-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)"
"emulsifier","a surface-active agent that promotes the formation of an emulsion"
"emulsion","(chemistry) a colloid in which both phases are liquids; ""an oil-in-water emulsion"""
"erythrite","a reddish mineral consisting of hydrated cobalt arsenate in monoclinic crystalline form and used in coloring glass; usually found in veins bearing cobalt and arsenic"
"fergusonite","a dark mineral consisting of oxides of yttrium and erbium and tantalum and other minerals"
"fluorapatite","a form of apatite in which fluorine predominates over chlorine"
"fluorite","a soft mineral (calcium fluoride) that is fluorescent in ultraviolet light; chief source of fluorine"
"fluorspar","a soft mineral (calcium fluoride) that is fluorescent in ultraviolet light; chief source of fluorine"
"fluor","a soft mineral (calcium fluoride) that is fluorescent in ultraviolet light; chief source of fluorine"
"gadolinite","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium"
"ytterbite","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium"
"galena","soft blue-gray mineral; lead sulfide; a major source of lead"
"garnet","any of a group of hard glassy minerals (silicates of various metals) used as gemstones and as an abrasive"
"garnierite","a green mineral consisting of hydrated nickel magnesium silicate; a source of nickel"
"almandite","a deep red garnet consisting of iron aluminum silicate"
"almandine","a deep red garnet consisting of iron aluminum silicate"
"germanite","a rare reddish-gray mineral consisting of a copper iron germanium sulfide"
"gibbsite","white crystalline mineral consisting of aluminum hydroxide; a constituent of bauxite and a source of alumina"
"glauconite","a green mineral consisting of hydrated silicate of potassium or iron or magnesium or aluminum; found in greensand"
"goethite","a red or yellow or brown mineral; an oxide of iron that is a common constituent of rust"
"gothite","a red or yellow or brown mineral; an oxide of iron that is a common constituent of rust"
"greenockite","ore of cadmium; a rare yellowish mineral consisting of cadmium sulphide in crystalline form"
"gypsum","a common white or colorless mineral (hydrated calcium sulphate) used to make cements and plasters (especially plaster of Paris)"
"hausmannite","a mineral consisting of manganese tetroxide; a source of manganese"
"barite","a white or colorless mineral (BaSO4); the main source of barium"
"barytes","a white or colorless mineral (BaSO4); the main source of barium"
"hemimorphite","a white mineral; a common ore of zinc"
"calamine","a white mineral; a common ore of zinc"
"ilmenite","a weakly magnetic black mineral found in metamorphic and plutonic rocks; an iron titanium oxide in crystalline form; a source of titanium"
"jadeite","a hard green mineral consisting of sodium aluminum silicate in monoclinic crystalline form; a source of jade; found principally in Burma"
"kainite","a white mineral consisting of magnesium sulphate and potassium chloride; a source of potassium salts; used as a fertilizer"
"kaolinite","a mineral consisting of aluminum silicate; main source of kaolin"
"kernite","a light soft mineral consisting of hydrated sodium borate in crystalline form; an important source of boron"
"kieserite","a white mineral consisting of hydrous magnesium sulfate often found in salt mines"
"kyanite","a gray or greenish-blue mineral consisting of aluminum silicate in crystalline form; occurs in metaphoric rock, used as a refractory"
"cyanite","a gray or greenish-blue mineral consisting of aluminum silicate in crystalline form; occurs in metaphoric rock, used as a refractory"
"langbeinite","a mineral consisting of potassium magnesium double sulphate; used as a fertilizer"
"lecithin","a yellow phospholipid essential for the metabolism of fats; found in egg yolk and in many plant and animal cells; used commercially as an emulsifier"
"lepidolite","a mineral of the mica group; an important source of lithium"
"lepidomelane","a mica that is a biotite containing iron"
"magnesite","a black magnetic mineral consisting of magnesium carbonate; a source of magnesium"
"malachite","a green mineral used as an ore of copper and for making ornamental objects"
"maltha","a thick black tar intermediate between petroleum and asphalt"
"manganite","a black mineral consisting of basic manganese oxide; a source of manganese"
"marl","a loose and crumbling earthy deposit consisting mainly of calcite or dolomite; used as a fertilizer for soils deficient in lime"
"meerschaum","a white clayey mineral"
"sepiolite","a white clayey mineral"
"mica","any of various minerals consisting of hydrous silicates of aluminum or potassium etc. that crystallize in forms that allow perfect cleavage into very thin leaves; used as dielectrics because of their resistance to electricity"
"isinglass","any of various minerals consisting of hydrous silicates of aluminum or potassium etc. that crystallize in forms that allow perfect cleavage into very thin leaves; used as dielectrics because of their resistance to electricity"
"millerite","a yellow mineral consisting of nickel sulfide; a minor source of nickel"
"molecule","(physics and chemistry) the simplest structural unit of an element or compound"
"molybdenite","a mineral resembling graphite that is valued as the chief source of molybdenum and its compounds"
"monazite","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium"
"monomer","a simple compound whose molecules can join together to form polymers"
"muscovite","a colorless or pale brown mica with potassium"
"nepheline","a whitish mineral consisting of sodium aluminum silicate or potassium aluminum silicate in crystalline form; used in the manufacture of ceramics and enamels"
"nephelite","a whitish mineral consisting of sodium aluminum silicate or potassium aluminum silicate in crystalline form; used in the manufacture of ceramics and enamels"
"nephelinite","an igneous rock consisting of nepheline and pyroxene"
"nephrite","an amphibole mineral consisting of calcium magnesium silicate in monoclinic crystalline form; a source of jade that is less valuable than from jadeite; once believed to cure kidney disorders"
"niobite","a black mineral that is an ore of niobium and tantalum"
"columbite","a black mineral that is an ore of niobium and tantalum"
"nitrocalcite","the mineral form of calcium nitrate"
"olivine","a mineral consisting of magnesium iron silicate; a source of magnesium"
"olivenite","rare green to black mineral consisting of hydrated copper arsenate that is found in copper deposits"
"ozonide","any of a class of unstable chemical compounds resulting from the addition of ozone to a double bond in an unsaturated compound"
"perchlorate","a salt of perchloric acid"
"proline","an amino acid that is found in many proteins (especially collagen)"
"biomass","plant materials and animal waste used as fuel"
"bumf","toilet paper (often used for printed matter that might as well be used as toilet paper)"
"bumph","toilet paper (often used for printed matter that might as well be used as toilet paper)"
"butane","occurs in natural gas; used in the manufacture of rubber and fuels"
"char","a charred substance"
"charcoal","a carbonaceous material obtained by heating wood or other organic matter in the absence of air"
"coke","carbon fuel produced by distillation of coal"
"derv","diesel oil used in cars and lorries with diesel engines; from d(iesel) e(ngine) r(oad) v(ehicle)"
"gasohol","a gasoline substitute consisting of 90% gasoline and 10% grain alcohol from corn"
"gasoline","a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines"
"gasolene","a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines"
"gas","a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines"
"petrol","a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines"
"illuminant","something that can serve as a source of light"
"kerosene","a flammable hydrocarbon oil used as fuel in lamps and heaters"
"kerosine","a flammable hydrocarbon oil used as fuel in lamps and heaters"
"methanol","a light volatile flammable poisonous liquid alcohol; used as an antifreeze and solvent and fuel and as a denaturant for ethyl alcohol"
"opal","a translucent mineral consisting of hydrated silica of variable color; some varieties are used as gemstones"
"ore","a metal-bearing mineral valuable enough to be mined"
"oroide","alloy of copper and tin and zinc; used in imitation gold jewelry"
"oreide","alloy of copper and tin and zinc; used in imitation gold jewelry"
"orpiment","a yellow mineral occuring in conjunction with realgar; an ore of arsenic"
"osmiridium","a hard and corrosion resistant mineral that is a natural alloy of osmium and iridium (usually containing small amounts of rhodium and platinum); used in needles and pen nibs etc."
"iridosmine","a hard and corrosion resistant mineral that is a natural alloy of osmium and iridium (usually containing small amounts of rhodium and platinum); used in needles and pen nibs etc."
"paragonite","a colorless or pale brown mica with sodium"
"paraldehyde","a colorless liquid (a cyclic trimer of acetaldehyde) that is used as a sedative and a solvent"
"peat","partially carbonized vegetable matter saturated with water; can be used as a fuel when dried"
"pentlandite","a mineral (iron-nickel sulphide) that is the chief ore of nickel"
"triose","any monosaccharide sugar containing three atoms of carbon per molecule"
"tetrose","any monosaccharide sugar containing four atoms of carbon per molecule"
"pentose","any monosaccharide sugar containing five atoms of carbon per molecule"
"hexose","a monosaccharide that contains six carbon atoms per molecule"
"pentoxide","an oxide containing five atoms of oxygen in the molecule"
"peptone","any of various water-soluble compounds that form by hydrolysis in the digestion of proteins to amino acids"
"periclase","a white solid mineral that occurs naturally as periclase; a source of magnesium"
"magnesia","a white solid mineral that occurs naturally as periclase; a source of magnesium"
"phlogopite","a brown form of mica consisting of hydrous silicate of potassium and magnesium and aluminum"
"pinite","grey or green or brown mineral similar to mica and containing aluminum and potassium sulphates"
"pollucite","a rare mineral that is an important source of cesium"
"proenzyme","any of a group of compounds that are inactive precursors of enzymes and require some change (such as the hydrolysis of a fragment that masks an active enzyme) to become active"
"zymogen","any of a group of compounds that are inactive precursors of enzymes and require some change (such as the hydrolysis of a fragment that masks an active enzyme) to become active"
"propane","colorless gas found in natural gas and petroleum; used as a fuel"
"propellant","something that propels"
"propellent","something that propels"
"psilomelane","a mineral consisting of hydrated basic oxide of manganese and barium; a source of manganese"
"pyridine","a toxic colorless flammable liquid organic base with a disagreeable odor; usually derived from coal"
"pyrite","a common mineral (iron disulfide) that has a pale yellow color"
"pyrites","any of various metallic-looking sulfides (of which pyrite is the commonest)"
"pyrolusite","a mineral consisting of manganese dioxide; an important source of manganese"
"pyromorphite","a mineral consisting of lead chloride and phosphate; a minor source of lead"
"pyrophyllite","a white or greenish aluminum silicate mineral (resembles talc)"
"pyroxene","any of a group of crystalline silicate mineral common in igneous and metamorphic rocks"
"pyrrhotite","a brownish iron sulfide mineral FeS having weak magnetic properties"
"pyrrhotine","a brownish iron sulfide mineral FeS having weak magnetic properties"
"quartz","a hard glossy mineral consisting of silicon dioxide in crystal form; present in most rocks (especially sandstone and granite); yellow sand is quartz with iron oxide impurities"
"quartzite","hard metamorphic rock consisting essentially of interlocking quartz crystals"
"rhinestone","an imitation diamond made from rock crystal or glass or paste"
"cairngorm","a smoky yellow or brown quartz"
"reactant","a chemical substance that is present at the start of a chemical reaction"
"realgar","a rare soft orange mineral consisting of arsenic sulphide; an important ore of arsenic"
"regosol","a type of soil consisting of unconsolidated material from freshly deposited alluvium or sand"
"regur","a rich black loam of India"
"topsoil","the layer of soil on the surface"
"subsoil","the layer of soil between the topsoil and bedrock"
"undersoil","the layer of soil between the topsoil and bedrock"
"resinoid","a plastic containing resins"
"rhodochrosite","a mineral consisting of manganese carbonate; a source of manganese"
"rhodonite","a pink or red mineral consisting of crystalline manganese silicate; used as an ornamental stone"
"ribose","a pentose sugar important as a component of ribonucleic acid"
"ricin","a toxic protein extracted from castor beans; used as a chemical reagent; can be used as a bioweapon; ""one milligram of ricin can kill an adult"""
"rock","material consisting of the aggregate of minerals like those making up the Earth''s crust; ""that mountain is solid rock""; ""stone is abundant in New England and there are many quarries"""
"stone","material consisting of the aggregate of minerals like those making up the Earth''s crust; ""that mountain is solid rock""; ""stone is abundant in New England and there are many quarries"""
"breccia","a rudaceous rock consisting of sharp fragments embedded in clay or sand"
"sial","the granite-like rocks that form the outermost layer of the earth''s crust; rich in silicon and aluminum"
"sima","rock that form the continuous lower layer of the earth''s crust; rich in silicon and magnesium"
"marlite","metamorphic rock with approximately the same composition as marl"
"marlstone","metamorphic rock with approximately the same composition as marl"
"gravel","rock fragments and pebbles"
"hornfels","a fine-grained metamorphic rock formed by the action of heat on clay rocks"
"hornstone","a fine-grained metamorphic rock formed by the action of heat on clay rocks"
"ballast","coarse gravel laid to form a bed for streets and railroads"
"caliche","nitrate-bearing rock or gravel of the sodium nitrate deposits of Chile and Peru"
"shingle","coarse beach gravel of small water-worn stones and pebbles (or a stretch of shore covered with such gravel)"
"gem","a crystalline rock that can be cut and polished for jewelry; ""he had the gem set in a ring for his wife""; ""she had jewels made of all the rarest stones"""
"gemstone","a crystalline rock that can be cut and polished for jewelry; ""he had the gem set in a ring for his wife""; ""she had jewels made of all the rarest stones"""
"stone","a crystalline rock that can be cut and polished for jewelry; ""he had the gem set in a ring for his wife""; ""she had jewels made of all the rarest stones"""
"cabochon","a highly polished convex-cut but unfaceted gem"
"slate","a fine-grained metamorphic rock that can be split into thin layers"
"shingling","(geology) sediment in which flat pebbles are uniformly tilted in the same direction"
"pumice","a light glass formed on the surface of some lavas; used as an abrasive"
"grit","a hard coarse-grained siliceous sandstone"
"gritrock","a hard coarse-grained siliceous sandstone"
"gritstone","a hard coarse-grained siliceous sandstone"
"ambergris","waxy substance secreted by the sperm whale and found floating at sea or washed ashore; used in perfume"
"lac","resinlike substance secreted by certain lac insects; used in e.g. varnishes and sealing wax"
"shellac","lac purified by heating and filtering; usually in thin orange or yellow flakes but sometimes bleached white"
"adhesive","a substance that unites or bonds surfaces together"
"birdlime","a sticky adhesive that is smeared on small branches to capture small birds"
"lime","a sticky adhesive that is smeared on small branches to capture small birds"
"glue","cement consisting of a sticky substance that is used as an adhesive"
"gum","cement consisting of a sticky substance that is used as an adhesive"
"mucilage","cement consisting of a sticky substance that is used as an adhesive"
"putty","a dough-like mixture of whiting and boiled linseed oil; used especially to patch woodwork or secure panes of glass"
"binder","something used to bind separate particles together or facilitate adhesion to a surface"
"cement","something that hardens to act as adhesive material"
"mastic","a pasty cement used as an adhesive or filler"
"paste","an adhesive made from water and flour or starch; used on paper and paperboard"
"wafer","a small adhesive disk of paste; used to seal letters"
"paste","any mixture of a soft and malleable consistency"
"sealant","a kind of sealing material that is used to form a hard coating on a porous surface (as a coat of paint or varnish used to size a surface)"
"sealer","a kind of sealing material that is used to form a hard coating on a porous surface (as a coat of paint or varnish used to size a surface)"
"filler","used for filling cracks or holes in a surface"
"lute","a substance for packing a joint or coating a porous surface to make it impervious to gas or liquid"
"luting","a substance for packing a joint or coating a porous surface to make it impervious to gas or liquid"
"size","any glutinous material used to fill pores in surfaces or to stiffen fabrics; ""size gives body to a fabric"""
"sizing","any glutinous material used to fill pores in surfaces or to stiffen fabrics; ""size gives body to a fabric"""
"purine","a colorless crystalline nitrogen-containing organic base; the parent compound of various biologically important substances"
"purine","any of several bases that are derivatives of purine"
"adenine","(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA"
"adenosine","(biochemistry) a nucleoside that is a structural component of nucleic acids; it is present in all living cells in a combined form as a constituent of DNA and RNA and ADP and ATP and AMP"
"ADA","an enzyme found in mammals that can catalyze the deamination of adenosine into inosine and ammonia; ""ADA deficiency can lead to one form of severe combined immunodeficiency disease""; ""the gene encoding ADA was one of the earlier human genes to be isolated"
"AMP","a nucleotide found in muscle cells and important in metabolism; reversibly convertible to ADP and ATP"
"ADP","an ester of adenosine that is converted to ATP for energy storage"
"ATP","a nucleotide derived from adenosine that occurs in muscle tissue; the major source of energy for cellular reactions"
"agate","an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles"
"Alar","a growth-regulating chemical sprayed on fruit trees; entire crop can be harvested at one time"
"daminozide","a growth-regulating chemical sprayed on fruit trees; entire crop can be harvested at one time"
"alcohol","any of a series of volatile hydroxyl compounds that are made from hydrocarbons by distillation"
"ether","any of a class of organic compounds that have two hydrocarbon groups linked by an oxygen atom"
"ethanol","the intoxicating agent in fermented and distilled liquors; used pure or denatured as a solvent or in medicines and colognes and cleaning solutions and rocket fuel; proposed as a renewable clean-burning additive to gasoline"
"isopropanol","alcohol used as antifreeze or a solvent"
"denaturant","any substance that serves as a denaturing agent"
"ethyl","the univalent hydrocarbon radical C2H5 derived from ethane by the removal of one hydrogen atom"
"aldohexose","a monosaccharide sugar having six carbon atoms and an aldehyde group"
"aldose","a monosaccharide sugar that contains the aldehyde group or is hemiacetal"
"acetal","any organic compound formed by adding alcohol molecules to aldehyde molecules"
"acetaldol","unsaturated aldol"
"acetaldehyde","a colorless volatile water-soluble liquid aldehyde used chiefly in manufacture of acetic acid and perfumes and drugs"
"ethanal","a colorless volatile water-soluble liquid aldehyde used chiefly in manufacture of acetic acid and perfumes and drugs"
"acetamide","a colorless solid amide of acetic acid used as a solvent and in the synthesis of organic compounds"
"ethanamide","a colorless solid amide of acetic acid used as a solvent and in the synthesis of organic compounds"
"acrylamide","a white crystalline amide of propenoic acid can damage the nervous system and is carcinogenic in laboratory animals; ""they claimed that acrylamide is produced when certain carbohydrates are baked or fried at high temperatures"""
"aldol","an oily colorless liquid obtained by the condensation of two molecules of acetaldehyde; contains an alcohol group (-OH) and an aldehyde group (-CHO)"
"alkali","a mixture of soluble salts found in arid soils and some bodies of water; detrimental to agriculture"
"alkaloid","natural nitrogen-containing bases found in plants"
"alkene","any unsaturated aliphatic hydrocarbon"
"olefine","any unsaturated aliphatic hydrocarbon"
"olefin","any unsaturated aliphatic hydrocarbon"
"ephedrine","white odorless powdered or crystalline alkaloid from plants of the genus Ephedra (especially Ephedra sinica) or made synthetically; used as a bronchodilator to treat bronchitis and asthma"
"ergonovine","an alkaloid derived from ergot (trade name Ergotrate Maleate) that is less toxic than ergot; induces muscular contraction of the uterus and is administered after childbirth or abortion"
"ergotamine","an alkaloid derived from ergot that is less toxic than ergot; causes constriction of blood vessels and is used to treat migraine"
"aflatoxin","a potent carcinogen from the fungus Aspergillus; can be produced and stored for use as a bioweapon"
"nicotine","an alkaloid poison that occurs in tobacco; used in medicine and as an insecticide"
"strychnine","an alkaloid plant toxin extracted chiefly from nux vomica; formerly used as a stimulant"
"brucine","a bitter alkaloid poison resembling strychnine and extracted from nux vomica"
"shag","a strong coarse tobacco that has been shredded"
"alexandrite","a green variety of chrysoberyl used as a gemstone"
"Alnico","trade name for an alloy used to make high-energy permanent magnets; contains aluminum and iron and nickel plus cobalt or copper or titanium"
"amalgam","an alloy of mercury with another metal (usually silver) used by dentists to fill cavities in teeth; except for iron and platinum all metals dissolve in mercury and chemists refer to the resulting mercury mixtures as amalgams"
"brass","an alloy of copper and zinc"
"bronze","an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin"
"gunmetal","a type of bronze used for parts subject to wear or corrosion (especially corrosion by sea water)"
"cupronickel","a 60/40 alloy of copper and nickel"
"electrum","an alloy of gold and silver"
"pewter","any of various alloys of tin with small amounts of other metals (especially lead)"
"pinchbeck","an alloy of copper and zinc that is used in cheap jewelry to imitate gold"
"solder","an alloy (usually of lead and tin) used when melted to join two metal surfaces"
"carotenoid","any of a class of highly unsaturated yellow to red pigments occurring in plants and animals"
"carotene","yellow or orange-red fat-soluble pigments in plants"
"lycopene","carotenoid that makes tomatoes red; may lower the risk of prostate cancer"
"xanthophyll","yellow carotenoid pigments in plants and animal fats and egg yolks"
"xanthophyl","yellow carotenoid pigments in plants and animal fats and egg yolks"
"lutein","yellow carotenoid pigments in plants and animal fats and egg yolks"
"zeaxanthin","yellow carotenoid (isomeric with lutein and occurs widely with it) that is the main pigment in yellow indian corn"
"betaine","a sweet tasting alkaloid that occurs in sugar beets"
"amethyst","a transparent purple variety of quartz; used as a gemstone"
"activator","(biology) any agency bringing about activation; a molecule that increases the activity of an enzyme or a protein that increases the production of a gene product in DNA transcription"
"catalyst","(chemistry) a substance that initiates or accelerates a chemical reaction without itself being affected"
"accelerator","(chemistry) a substance that initiates or accelerates a chemical reaction without itself being affected"
"biocatalyst","a biochemical catalyst such as an enzyme"
"sensitizer","(chemistry) a substance other than a catalyst that facilitates the start of a catalytic reaction"
"sensitiser","(chemistry) a substance other than a catalyst that facilitates the start of a catalytic reaction"
"amide","any organic compound containing the group -CONH2"
"inhibitor","a substance that retards or stops an activity"
"antioxidant","substance that inhibits oxidation or inhibits reactions promoted by oxygen or peroxides"
"anticatalyst","(chemistry) a substance that retards a chemical reaction or diminishes the activity of a catalyst"
"actinolite","a green mineral of the amphibole group; calcium magnesium iron silicate"
"andesite","a dark gray volcanic rock"
"anthophyllite","a dark brown mineral of the amphibole group; magnesium iron silicate"
"asbestos","a fibrous amphibole; used for making fireproof articles; inhaling fibers can cause asbestosis or lung cancer"
"chrysotile","a gray or green fibrous mineral; an important source of commercial asbestos"
"tremolite","a white or pale green mineral (calcium magnesium silicate) of the amphibole group used as a form of asbestos"
"hornblende","a green to black mineral of the amphibole group; consists of silicates of calcium and sodium and magnesium and iron"
"aphanite","fine-grained homogeneous rock (such as basalt) containing minerals undetectable by the naked eye"
"aplite","light-colored and fine-grained granitic rock consisting chiefly of quartz and feldspars"
"afterdamp","a toxic mixture of gases (including carbon dioxide and carbon monoxide and nitrogen) after an explosion of firedamp in a mine"
"dacite","a gray volcanic rock containing plagioclase and quartz and other crystalline minerals"
"firedamp","a mixture of gases (mostly methane) that form in coal mines and become explosive when mixed with air"
"carrier","an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction"
"moderator","any substance used to slow down neutrons in nuclear reactors"
"protein","any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk a"
"actomyosin","a protein complex in muscle fibers; composed of myosin and actin; shortens when stimulated and causes muscle contractions"
"aleurone","granular protein in outermost layer of endosperm of many seeds or cereal grains"
"amyloid","(pathology) a waxy translucent complex protein resembling starch that results from degeneration of tissue"
"apoenzyme","a protein that combines with a coenzyme to form an active enzyme"
"gelatin","a colorless water-soluble glutinous protein obtained from animal tissues such as bone and skin"
"gelatine","a colorless water-soluble glutinous protein obtained from animal tissues such as bone and skin"
"chondrin","a substance that resembles gelatin and is obtained by boiling cartilage in water"
"mucin","a nitrogenous substance found in mucous secretions; a lubricant that protects body surfaces"
"actin","one of the proteins into which actomyosin can be split; can exist in either a globular or a fibrous form"
"albumin","a simple water-soluble protein found in many animal tissues and liquids"
"albumen","a simple water-soluble protein found in many animal tissues and liquids"
"lactalbumin","albumin occurring in milk"
"CRP","a byproduct of inflammation; a globulin that is found in the blood in some cases of acute inflammation"
"keratin","a fibrous scleroprotein that occurs in the outer layer of the skin and in horny tissues such as hair feathers nails and hooves"
"ceratin","a fibrous scleroprotein that occurs in the outer layer of the skin and in horny tissues such as hair feathers nails and hooves"
"chitin","a tough semitransparent horny substance; the principal component of the exoskeletons of arthropods and the cell walls of certain fungi"
"enzyme","any of several complex proteins that are produced by cells and act as catalysts in specific biochemical reactions"
"fibrin","a white insoluble fibrous protein formed by the action of thrombin on fibrinogen when blood clots; it forms a network that traps red cells and platelets"
"NGF","a protein that is involved in the growth of peripheral nerve cells"
"hatoglobin","a protein in plasma that binds free hemoglobin and removes it (as from wounds)"
"iodoprotein","a protein that contains iodine"
"nucleoprotein","any of several substances found in the nuclei of all living cells; consists of a protein bound to a nucleic acid"
"opsin","retinal protein formed by the action of light on rhodopsin"
"casein","a milk protein used in making e.g. plastics and adhesives"
